"  Natural Resources Canada, Geological Survey of Canada, Geoscience Data Repository, BASIN Database"											
"Date: August 20, 2026, 5:02 pm ADT"											
											
Well Name	Basin	Subbasin	Latitude (NAD27)	Longitude (NAD27)	Northing (NAD27)	Easting (NAD27)	Latitude (NAD83)	Longitude (NAD83)	Northing (NAD83)	Easting (NAD83)	Zone (UTM)
MACLEAN I-72	SVERDRUP BASIN		77.527528	-103.939693	8605731	525563	77.528418	-103.941841	8605972	525508	19
MALLARD M-45	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.24615	-52.12289	4899609	410344	44.246169	-52.121781	4899827	410435	22
MAN O'WAR I-42	ANTICOSTI BASIN		48.52627	-58.85399	5376236	363112	48.526278	-58.85325	5376455	363171	21
MAPLETON N-11	MARITIMES BASIN	MONCTON SUBBASIN	45.84739	-65.03749	5078893	341795	45.847	-65.037	5079066	341837	20
MARA E-30	JEANNE D'ARC BASIN		46.65823	-48.57446	5169825	685578	46.658142	-48.573378	5170036	685656	22
MARA M-54	JEANNE D'ARC BASIN		46.72998	-48.64572	5177632	679888	46.729894	-48.644608	5177843	679967	22
MARCOH D-41	SCOTIAN BASIN	LAHAVE PLATFORM	43.835966	-60.622657	4856185	691134	43.836039	-60.621911	4856411	691188	20
MARGAREE A-49	ORPHAN BASIN		48.967231	-47.601474	5426856	309600	48.967231	-47.601474	5427075	309606	23
MARGAREE E-70	SCOTIAN BASIN	LAHAVE PLATFORM	43.821446	-60.671529	4854461	687250	43.821446	-60.671529	4854677	687244	20
MARGAREE F-70	SCOTIAN BASIN	LAHAVE PLATFORM	43.823461	-60.665236	4854699	687749	43.823534	-60.664492	4854925	687804	20
MARIE BAY D-02	SVERDRUP BASIN		76.350306	-115.558669	8474590	537967	76.351013	-115.561609	8474815	537886	20
MARINER I-85	SCOTIAN BASIN	SABLE SUBBASIN	44.075204	-59.702	4883560	283634	44.075269	-59.701223	4883781	283703	21
MARMORA C-34	SCOTIAN BASIN	SABLE SUBBASIN	43.7205	-60.08942	4844732	734457	43.720567	-60.088664	4844957	734511	20
MARMORA P-35	SCOTIAN BASIN	SABLE SUBBASIN	43.74982	-60.07988	4848015	735111	43.749892	-60.079122	4848241	735165	20
MARQUIS L-35	SCOTIAN BASIN	?	44.077139	-60.347984	4883644	712356	44.077208	-60.347226	4883870	712410	20
MARQUIS L-35A	SCOTIAN BASIN	?	44.077139	-60.347984	4883644	712356	44.077208	-60.347226	4883870	712410	20
MARRYATT K-71	SVERDRUP BASIN		76.34375	-108.973865	8474312	553391	76.344512	-108.976076	8474543	553328	20
MAY POINT H-02	SVERDRUP BASIN		79.356639	-85.013139	8810343	540961	79.357632	-85.012645	8810587	540965	16
MCCULLY B-58	MARITIMES BASIN	MONCTON SUBBASIN	45.78653	-65.38577	5072880	314551	45.787	-65.386	5073151	314540	20
MCCULLY C-29	MARITIMES BASIN	MONCTON SUBBASIN	45.80981	-65.327	5075332	319195	45.81	-65.327	5075571	319201	20
MCCULLY C-48	MARITIMES BASIN	MONCTON SUBBASIN	45.79194	-65.36036	5073423	316544	45.792	-65.36	5073646	316578	20
MCCULLY C-57	MARITIMES BASIN	MONCTON SUBBASIN	45.78066	-65.39112	5072241	314116	45.781	-65.391	5072496	314132	20
MCCULLY C-67	MARITIMES BASIN	MONCTON SUBBASIN	45.77208	-65.41371	5071340	312331	45.772	-65.414	5071550	312314	20
MCCULLY C-75	MARITIMES BASIN	MONCTON SUBBASIN	45.73594	-65.44134	5067390	310060	45.736	-65.441	5067614	310092	20
MCCULLY D-48	MARITIMES BASIN	MONCTON SUBBASIN	45.7853	-65.37163	5072711	315646	45.785	-65.371	5072894	315700	20
MCCULLY D-57	MARITIMES BASIN	MONCTON SUBBASIN	45.76868	-65.40736	5070948	312813	45.769	-65.407	5071200	312848	20
MCCULLY D-66	MARITIMES BASIN	MONCTON SUBBASIN	45.76277	-65.43184	5070349	310890	45.763	-65.431	5070590	310961	20
MCCULLY D-67	MARITIMES BASIN	MONCTON SUBBASIN	45.76264	-65.43246	5070336	310841	45.763	-65.432	5070592	310884	20
MCCULLY E-38	MARITIMES BASIN	MONCTON SUBBASIN	45.79292	-65.34838	5073504	317478	45.793	-65.348	5073730	317513	20
MCCULLY E-57	MARITIMES BASIN	MONCTON SUBBASIN	45.77991	-65.39333	5072162	313941	45.78	-65.393	5072389	313973	20
MCCULLY E-67	MARITIMES BASIN	MONCTON SUBBASIN	45.77195	-65.41389	5071326	312316	45.772	-65.414	5071550	312314	20
MCCULLY F-58	MARITIMES BASIN	MONCTON SUBBASIN	45.78791	-65.38954	5073042	314263	45.788	-65.39	5073271	314233	20
MCCULLY G-67	MARITIMES BASIN	MONCTON SUBBASIN	45.77202	-65.41379	5071334	312324	45.772	-65.414	5071550	312314	20
MCCULLY H-28	MARITIMES BASIN	MONCTON SUBBASIN	45.78812	-65.30586	5072875	320768	45.788	-65.306	5073079	320762	20
MCCULLY H-76	MARITIMES BASIN	MONCTON SUBBASIN	45.76272	-65.43183	5070343	310890	45.763	-65.432	5070592	310884	20
MCCULLY I-47	MARITIMES BASIN	MONCTON SUBBASIN	45.79196	-65.36034	5073425	316546	45.792	-65.36	5073646	316578	20
MCCULLY I-67	MARITIMES BASIN	MONCTON SUBBASIN	45.78003	-65.39258	5072174	314000	45.78	-65.393	5072389	313973	20
MCCULLY J-38	MARITIMES BASIN	MONCTON SUBBASIN	45.79278	-65.34836	5073489	317479	45.793	-65.348	5073730	317513	20
MCCULLY J-47	MARITIMES BASIN	MONCTON SUBBASIN	45.7919	-65.36039	5073418	316541	45.792	-65.36	5073646	316578	20
MCCULLY J-65	MARITIMES BASIN	MONCTON SUBBASIN	45.74574	-65.41189	5068410	312384	45.746	-65.412	5068656	312382	20
MCCULLY J-66	MARITIMES BASIN	MONCTON SUBBASIN	45.7644	-65.41907	5070500	311888	45.764	-65.419	5070673	311898	20
MCCULLY J-67	MARITIMES BASIN	MONCTON SUBBASIN	45.77193	-65.41375	5071324	312327	45.772	-65.414	5071550	312314	20
MCCULLY J-76	MARITIMES BASIN	MONCTON SUBBASIN	45.7628	-65.4325	5070353	310838	45.763	-65.433	5070595	310806	20
MCCULLY K-48	MARITIMES BASIN	MONCTON SUBBASIN	45.79111	-65.36007	5073330	316564	45.791	-65.36	5073535	316574	20
MCCULLY K-57	MARITIMES BASIN	MONCTON SUBBASIN	45.77991	-65.39333	5072162	313941	45.78	-65.393	5072389	313973	20
MCCULLY K-66	MARITIMES BASIN	MONCTON SUBBASIN	45.76463	-65.41955	5070526	311852	45.765	-65.42	5070786	311824	20
MCCULLY M-66	MARITIMES BASIN	MONCTON SUBBASIN	45.76445	-65.41926	5070506	311874	45.764	-65.419	5070673	311898	20
MCCULLY N-66	MARITIMES BASIN	MONCTON SUBBASIN	45.7626	-65.43244	5070331	310842	45.762	-65.432	5070481	310880	20
MCCULLY NO. 1	MARITIMES BASIN	MONCTON SUBBASIN	45.7688	-65.40606	5070958	312915	45.769	-65.406	5071198	312926	20
MCCULLY NO. 2	MARITIMES BASIN	MONCTON SUBBASIN	45.76862	-65.40637	5070939	312890	45.768	-65.406	5071086	312922	20
MCCULLY O-66	MARITIMES BASIN	MONCTON SUBBASIN	45.76857	-65.40736	5070935	312813	45.769	-65.407	5071200	312848	20
MCCULLY P-56	MARITIMES BASIN	MONCTON SUBBASIN	45.7634	-65.37926	5070295	314981	45.763	-65.379	5070468	315005	20
MCCULLY P-67	MARITIMES BASIN	MONCTON SUBBASIN	45.78053	-65.39116	5072226	314112	45.781	-65.391	5072496	314132	20
MCCULLY P-76	MARITIMES BASIN	MONCTON SUBBASIN	45.76269	-65.43143	5070339	310921	45.763	-65.431	5070590	310961	20
MERCURY K-76	JEANNE D'ARC BASIN		46.92628	-48.94291	5198807	656609	46.926197	-48.941836	5199019	656686	22
MERGANSER I-60	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.8267	-52.38018	4964409	390890	44.826683	-52.379103	4964622	390978	22
MERIGOMISH C-52	SCOTIAN BASIN	SABLE SUBBASIN	43.51739	-60.64269	4820757	690529	43.517464	-60.641953	4820982	690583	20
MIC MAC D-89	SCOTIAN BASIN	ABENAKI SUBBASIN	44.6358	-59.47192	4945249	303938	44.63585	-59.47115	4945470	304005	21
MIC MAC H-86	SCOTIAN BASIN	ABENAKI SUBBASIN	44.59135	-59.45069	4940261	305473	44.591408	-59.449908	4940482	305541	21
MIC MAC J-77	SCOTIAN BASIN	ABENAKI SUBBASIN	44.61189	-59.43636	4942508	306679	44.611944	-59.435583	4942729	306747	21
MID FIORD J-53	SVERDRUP BASIN		79.876944	-94.952778	8868363	461688	79.87793	-94.953703	8868604	461676	21
MIDDLESEX NO. 1	MARITIMES BASIN		45.97494	-65.00256	5092995	344864	45.975	-65.003	5093220	344834	20
MIGRANT N-20	SCOTIAN BASIN	SABLE SUBBASIN	43.99892	-60.2884	4875112	717413	43.998994	-60.287644	4875338	717467	20
MISSISAUGA H-54	SCOTIAN BASIN	ABENAKI SUBBASIN	44.38883	-59.37989	4917599	310438	44.388892	-59.379103	4917821	310507	21
MIZZEN F-09	FLEMISH PASS BASIN		48.306023	-46.264648	5350868	406220	48.306023	-46.264648	5351087	406223	23
MIZZEN L-11	FLEMISH PASS BASIN		48.175641	-46.294348	5336413	403774	48.175486	-46.293208	5336614	403861	23
MIZZEN O-16	FLEMISH PASS BASIN		48.265421	-46.285186	5346381	404622	48.265421	-46.285186	5346600	404625	23
MOCKLIN POINT D-23	SVERDRUP BASIN		78.368889	-104.74722	8699412	505689	78.370056	-104.750512	8699681	505615	23
MOHAWK B-93	SCOTIAN BASIN	LAHAVE PLATFORM	42.70298	-64.7314	4729071	358193	42.703067	-64.730753	4729294	358250	20
MOHEIDA P-15	SCOTIAN BASIN	LAHAVE PLATFORM	43.08231	-62.27898	4769992	558692	43.082386	-62.278267	4770216	558749	20
MOHICAN I-100	SCOTIAN BASIN	LAHAVE PLATFORM	42.99418	-62.48092	4760084	542315	42.994253	-62.480211	4760308	542371	20
MOKKA A-02	SVERDRUP BASIN		79.52	-87.020556	8827879	499583	79.520995	-87.020395	8828122	499586	16
MONTAGNAIS I-94	SCOTIAN BASIN	LAHAVE PLATFORM	42.89449	-64.2294	4749616	399619	42.894575	-64.228736	4749840	399676	20
MONTEREY JACK E-43/E-43A	SCOTIAN BASIN	?	42.204564	-63.624989	4672464	448404	42.204634	-63.62429	4672686	448464	20
MULL RIVER NO. 1	MARITIMES BASIN		46.02386	-61.36111	5097786	626852	46.023944	-61.360389	5098015	626904	20
MURRE G-67	JEANNE D'ARC BASIN		46.10567	-49.16058	5107215	642163	46.105594	-49.159517	5107426	642241	22
MUSKOX D-87	ARCTIC STABLE PLATFORM		73.60225	-117.449974	8167557	485821	73.602812	-117.452628	8167781	485738	22
MUSQUODOBOIT E-23	SCOTIAN BASIN	LAHAVE PLATFORM	43.704396	-60.819443	4841136	675697	43.704471	-60.818704	4841362	675751	20
NANUK D-76	ARCTIC STABLE PLATFORM		73.086944	-123.395837	8110058	487146	73.087408	-123.398886	8110274	487048	20
NARWHAL F-99	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.30611	-53.74309	4909316	281201	44.306161	-53.742097	4909535	281286	22
NARWHAL SOUTH O-58	HUDSON PLATFORM		58.13327	-84.13416	6446923	668743	58.133442	-84.134053	6447152	668742	16
NASKAPI N-30	SCOTIAN BASIN	LAHAVE PLATFORM	43.49619	-62.56684	4815794	535022	43.496261	-62.566139	4816018	535077	20
NAUFRAGE NO. 1	MARITIMES BASIN		46.46833	-62.4641	5146006	541146	46.468381	-62.463414	5146230	541197	20
NAUTILUS C-92	JEANNE D'ARC BASIN		46.85099	-48.73907	5190869	672368	46.850897	-48.737986	5191079	672446	22
NEIL O-15	SVERDRUP BASIN		80.745833	-83.113889	8965398	462055	80.746871	-83.113109	8965640	462075	17
NETSIQ N-01	HUDSON PLATFORM?		59.84668	-87.51665	6634242	471048	59.846878	-87.516533	6634471	471056	16
NEW HARMONY NO. 1	MARITIMES BASIN		46.401356	-62.210992	5138727	560653	46.401	-62.211	5138905	560651	20
NEWBURN H-23	SCOTIAN BASIN	SABLE SUBBASIN	43.204566	-60.805874	4785654	678253	43.204646	-60.805123	4785880	678309	20
NOEL NO. 1	MARITIMES BASIN		45.2125	-63.704722	5006581	444661	45.212583	-63.704083	5006807	444713	20
NOICE D-41	SVERDRUP BASIN		78.334333	-104.403777	8695612	513459	78.335496	-104.407071	8695879	513382	20
NOICE G-44	SVERDRUP BASIN		78.389833	-104.360918	8701816	514358	78.391	-104.364169	8702084	514283	20
NOICE STRAT H-41	SVERDRUP BASIN		78.3385	-104.346831	8696091	514739	78.339664	-104.350122	8696358	514662	20
NOICE WEST STRAT B-24	SVERDRUP BASIN		78.384139	-104.687948	8701121	507014	78.385307	-104.691226	8701389	506940	20
NOICE WEST STRAT N-33	SVERDRUP BASIN		78.380333	-104.80931	8700684	504288	78.3815	-104.812596	8700953	504213	20
NORTH AMETHYST E-17	JEANNE D'ARC BASIN		46.771999	-48.047099	5183844	725450	46.771999	-48.047099	5184062	725443	22
NORTH AMETHYST E-18 12A	JEANNE D'ARC BASIN		46.789222	-48.043806	5185767	725629	46.789222	-48.043806	5185986	725623	22
NORTH AMETHYST E-18 12Y	JEANNE D'ARC BASIN		46.789242	-48.043802	5185770	725630	46.789242	-48.043802	5185988	725623	22
NORTH AMETHYST E-18 12Z	JEANNE D'ARC BASIN		46.789242	-48.0438	5185770	725630	46.789242	-48.0438	5185988	725623	22
NORTH AMETHYST G-25 1	JEANNE D'ARC BASIN		46.740469	-48.055961	5180315	724905	46.740469	-48.055961	5180534	724898	22
NORTH AMETHYST G-25 10	JEANNE D'ARC BASIN		46.740422	-48.055794	5180311	724918	46.740422	-48.055794	5180529	724911	22
NORTH AMETHYST G-25 11	JEANNE D'ARC BASIN		46.740358	-48.056561	5180301	724859	46.740358	-48.056561	5180520	724852	22
NORTH AMETHYST G-25 2	JEANNE D'ARC BASIN		46.740276	-48.057033	5180291	724824	46.740181	-48.055936	5180502	724901	22
NORTH AMETHYST G-25 3	JEANNE D'ARC BASIN		46.740537	-48.056965	5180320	724828	46.740442	-48.055867	5180531	724905	22
NORTH AMETHYST G-25 4	JEANNE D'ARC BASIN		46.740586	-48.057131	5180325	724815	46.740492	-48.056033	5180536	724892	22
NORTH AMETHYST G-25 5	JEANNE D'ARC BASIN		46.740321	-48.057198	5180295	724811	46.740226	-48.0561	5180506	724888	22
NORTH AMETHYST G-25 6	JEANNE D'ARC BASIN		46.74067	-48.057464	5180333	724789	46.740575	-48.056366	5180544	724866	22
NORTH AMETHYST G-25 7	JEANNE D'ARC BASIN		46.7402	-48.056008	5180285	724902	46.7402	-48.056008	5180504	724895	22
NORTH AMETHYST G-25 8	JEANNE D'ARC BASIN		46.740244	-48.056172	5180290	724890	46.740244	-48.056172	5180508	724883	22
NORTH AMETHYST G-25 9	JEANNE D'ARC BASIN		46.740339	-48.056503	5180299	724864	46.740339	-48.056503	5180518	724857	22
NORTH AMETHYST G-25 9Z	JEANNE D'ARC BASIN		46.740339	-48.056503	5180299	724864	46.740339	-48.056503	5180518	724857	22
NORTH AMETHYST H-14	JEANNE D'ARC BASIN		46.723658	-48.025694	5178535	727287	46.723658	-48.025694	5178753	727281	22
NORTH AMETHYST K-15	JEANNE D'ARC BASIN		46.745248	-48.040098	5180892	726097	46.745153	-48.038999	5181103	726174	22
NORTH BANQUEREAU I-13	SCOTIAN BASIN	SABLE SUBBASIN	44.20921	-58.53038	4896032	377731	44.209267	-58.529569	4896254	377800	21
NORTH BEN NEVIS M-61	JEANNE D'ARC BASIN		46.68155	-48.42183	5172787	697171	46.681456	-48.420747	5172998	697248	22
NORTH BEN NEVIS P-93	JEANNE D'ARC BASIN		46.71336	-48.47618	5176187	692901	46.713269	-48.475092	5176398	692978	22
NORTH BJARNI F-06	HOPEDALE BASIN		55.59148	-57.76372	6160664	451866	55.591547	-57.762689	6160885	451933	21
NORTH BUCKINGHAM L-71	SVERDRUP BASIN		77.17825	-91.491	8567001	537380	77.179145	-91.491347	8567244	537367	21
NORTH DANA I-43	OUTER RIDGE COMPLEX		47.21211	-47.6035	5231805	302851	47.212008	-47.602386	5232010	302941	23
NORTH DUNDAS N-82	ARCTIC STABLE PLATFORM		74.696583	-113.428088	8291060	428482	74.697211	-113.430545	8291289	428416	23
NORTH LEIF I-05	HOPEDALE BASIN		54.41082	-55.25294	6030421	613387	54.410853	-55.251858	6030643	613453	21
NORTH SABINE H-49	SVERDRUP BASIN		76.804194	-108.753137	8525870	557246	76.804984	-108.755452	8526102	557181	21
NORTH SYDNEY F-24	MARITIMES BASIN		46.55642	-59.81263	5159498	284403	46.556492	-59.811847	5159722	284470	21
NORTH SYDNEY P-05	MARITIMES BASIN		46.57951	-59.75046	5161895	289258	46.579578	-59.749675	5162119	289325	21
NORTH TRINITY H-71	JEANNE D'ARC BASIN		46.50658	-48.42648	5153334	697450	46.506486	-48.42545	5153545	697523	22
NORTH TRIUMPH 1	SCOTIAN BASIN	SABLE SUBBASIN	43.699529	-59.85524	4842248	269921	43.699599	-59.854473	4842469	269989	21
NORTH TRIUMPH 2	SCOTIAN BASIN	SABLE SUBBASIN	43.699496	-59.855274	4842244	269918	43.699566	-59.854507	4842465	269986	21
NORTH TRIUMPH B-52	SCOTIAN BASIN	SABLE SUBBASIN	43.68401	-59.88251	4840600	267663	43.684081	-59.881744	4840821	267732	21
NORTH TRIUMPH G-43	SCOTIAN BASIN	SABLE SUBBASIN	43.7053	-59.8564	4842892	269849	43.705364	-59.855631	4843112	269918	21
NORTHEAST DRAKE P-40	SVERDRUP BASIN		76.498806	-107.198308	8491766	442719	76.499592	-107.200348	8492003	442671	21
NORTHUMBERLAND STRAIT F-25	MARITIMES BASIN		46.07365	-62.06268	5102440	572485	46.073711	-62.061981	5102665	572536	20
NORTHWEST HECLA M-25	SVERDRUP BASIN		76.415111	-111.187	8481366	495097	76.415855	-111.18948	8481597	495032	20
NSDME BOREHOLE M-1	MARITIMES BASIN		46.12183	-61.48967	5108475	616694	46.121917	-61.488944	5108703	616747	20
NSDME BOREHOLE M-2A	MARITIMES BASIN		46.138	-61.49133	5110269	616532	46.138083	-61.490611	5110497	616584	20
NSDME P-58	MARITIMES BASIN		45.56	-62.666	5044999	526067	45.56	-62.665556	5045217	526101	20
NSDME PH-3	MARITIMES BASIN		45.995	-61.56	5094282	611516	45.995	-61.559167	5094501	611577	20
NUKIK-1	NUKIK PLATFORM		65.526719	-54.760497	7268809	603511	65.526947	-54.758524	7269029	603596	21
NUKIK-2	NUKIK PLATFORM		65.631775	-54.766831	7280502	602802	65.632004	-54.764857	7280722	602888	21
OGMUND E-72	HOPEDALE BASIN		57.52491	-60.44383	6378489	653073	57.525028	-60.442825	6378716	653127	20
OJIBWA E-07	SCOTIAN BASIN	LAHAVE PLATFORM	43.77214	-61.76959	4847085	599027	43.772217	-61.768872	4847310	599082	20
OLYMPIA A-12	SCOTIAN BASIN	SABLE SUBBASIN	44.01757	-59.77892	4877363	277259	44.017642	-59.778142	4877585	277328	21
ONEIDA O-25	SCOTIAN BASIN	LAHAVE PLATFORM	43.2493	-61.5601	4789291	616892	43.249381	-61.559375	4789516	616948	20
ONONDAGA B-84	SCOTIAN BASIN	SABLE SUBBASIN	43.719142	-60.211528	4844243	724626	43.719214	-60.210769	4844469	724680	20
ONONDAGA B-96	SCOTIAN BASIN	SABLE SUBBASIN	43.75203	-60.2343	4847834	722669	43.7521	-60.233547	4848060	722723	20
ONONDAGA E-84	SCOTIAN BASIN	SABLE SUBBASIN	43.72115	-60.22144	4844439	723820	43.721222	-60.220683	4844665	723874	20
ONONDAGA F-75	SCOTIAN BASIN	SABLE SUBBASIN	43.73866	-60.19262	4846462	726075	43.738731	-60.191867	4846688	726129	20
ONONDAGA O-95	SCOTIAN BASIN	SABLE SUBBASIN	43.74669	-60.2313	4847249	722931	43.746764	-60.230544	4847475	722985	20
ORKSUT I-44	ARCTIC STABLE PLATFORM		72.39575	-122.702443	8032935	510045	72.396202	-122.705361	8033151	509946	20
OSPREY H-84	CARSON BASIN		44.72466	-49.45637	4953306	622247	44.724667	-49.455247	4953526	622332	22
PANTHER P-52	OUTER RIDGE COMPLEX		47.0315	-47.62883	5211800	300258	47.031392	-47.627725	5212004	300348	23
PANUKE B-90	SCOTIAN BASIN	LAHAVE PLATFORM	43.81997	-60.70961	4854211	684192	43.820044	-60.708867	4854437	684246	20
PANUKE F-09	SCOTIAN BASIN	LAHAVE PLATFORM	43.806242	-60.76601	4852563	679697	43.806316	-60.765269	4852788	679751	20
PANUKE F-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.80692	-60.74278	4852689	681564	43.806992	-60.742039	4852914	681618	20
PANUKE H-08	SCOTIAN BASIN	LAHAVE PLATFORM	43.789225	-60.755536	4850695	680591	43.789299	-60.754795	4850921	680645	20
PANUKE M-79	SCOTIAN BASIN	LAHAVE PLATFORM	43.813558	-60.696506	4853529	685265	43.813632	-60.695762	4853754	685320	20
PANUKE M-79A	SCOTIAN BASIN	LAHAVE PLATFORM	43.813558	-60.696506	4853529	685265	43.813632	-60.695762	4853754	685320	20
PANUKE PI1 J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81116	-60.73342	4853180	682304	43.811242	-60.732675	4853407	682358	20
PANUKE PI1A J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.811164	-60.733369	4853181	682308	43.811238	-60.732627	4853406	682362	20
PANUKE PI1B J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.811164	-60.733369	4853181	682308	43.811238	-60.732627	4853406	682362	20
PANUKE PP1 J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81116	-60.73339	4853180	682306	43.811236	-60.732647	4853406	682360	20
PANUKE PP2 J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81116	-60.73341	4853180	682305	43.811242	-60.732664	4853407	682359	20
PANUKE PP3 J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81118	-60.73339	4853182	682306	43.81125	-60.732644	4853408	682361	20
PANUKE PP3A J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.808416	-60.733537	4852875	682303	43.80849	-60.732795	4853101	682357	20
PANUKE PP3B J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.808416	-60.733537	4852875	682303	43.80849	-60.732795	4853101	682357	20
PANUKE PP3C J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.811175	-60.733386	4853182	682306	43.811249	-60.732644	4853408	682361	20
PANUKE PP4 J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81115	-60.73338	4853179	682307	43.811225	-60.732639	4853405	682361	20
PANUKE PP4A J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81115	-60.73338	4853179	682307	43.811225	-60.732639	4853405	682361	20
PANUKE PP4B J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81115	-60.73338	4853179	682307	43.811225	-60.732639	4853405	682361	20
PANUKE PP4C J-99	SCOTIAN BASIN	LAHAVE PLATFORM	43.81115	-60.73338	4853179	682307	43.811225	-60.732639	4853405	682361	20
PARKER RIVER J-72	ARCTIC STABLE PLATFORM		73.528361	-115.873616	8159597	535648	73.528945	-115.876135	8159821	535566	20
PAT BAY A-72	SVERDRUP BASIN		77.350444	-105.449166	8585779	489019	77.351287	-105.451241	8586017	488970	20
PEDDER POINT D-49	ARCTIC FOLD BELT		75.635833	-118.804446	8395162	450035	75.636463	-118.807528	8395386	449954	20
PELICAN J-49	WHALE BASIN		45.47644	-52.61159	5036925	374036	45.476439	-52.610619	5037141	374115	22
PELLES A-71	FLEMISH PASS BASIN		47.503307	-46.677543	5262242	373664	47.503307	-46.677543	5262461	373668	23
PENOBSCOT B-41	SCOTIAN BASIN	ABENAKI SUBBASIN	44.1673	-60.10959	4894302	731094	44.167364	-60.108825	4894527	731148	20
PENOBSCOT L-30	SCOTIAN BASIN	ABENAKI SUBBASIN	44.1621	-60.06926	4893838	734339	44.162167	-60.068494	4894064	734393	20
PERSEPHONE C-54	ORPHAN BASIN		49.717667	-46.637819	5508309	381935	49.717667	-46.637819	5508528	381939	23
PESKOWESK A-99	SCOTIAN BASIN	ABENAKI SUBBASIN	44.47051	-58.97805	4925820	342665	44.470567	-58.977256	4926041	342733	21
PETREL A-62	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.85175	-52.9043	4968029	349521	44.851764	-52.903289	4968246	349605	22
PHALAROPE P-62	WHALE BASIN		45.19701	-51.404	5004698	468267	45.196986	-51.402925	5004912	468352	22
POINT ACONI H-12	MARITIMES BASIN		46.377851	-60.308737	5139333	706970	46.377919	-60.307966	5139560	707023	20
POINT ACONI H-12A	MARITIMES BASIN		46.35702	-60.260291	5137146	710776	46.357088	-60.259519	5137374	710829	20
POINT ACONI H-12B	MARITIMES BASIN		46.356873	-60.327126	5136954	705635	46.356941	-60.326356	5137181	705688	20
POLAR BEAR C-11	HUDSON PLATFORM		58.50121	-86.78847	6484323	512329	58.501358	-86.788311	6484550	512337	16
POLLUX G-60	SVERDRUP BASIN		79.156528	-104.956501	8787310	500914	79.157542	-104.959299	8787557	500855	16
PORT AU PORT J-97	JEANNE D'ARC BASIN		46.27725	-48.73498	5127128	674511	46.277267	-48.733922	5127350	674587	22
PORT AU PORT NO. 1	ANTICOSTI BASIN		48.489251	-59.226486	5372856	335490	48.489264	-59.225764	5373075	335549	21
PORT AU PORT NO. 1 ST	ANTICOSTI BASIN		48.489251	-59.226486	5372856	335490	48.489264	-59.225764	5373075	335549	21
PORT AU PORT NO. 1 ST-2	ANTICOSTI BASIN		48.489328	-59.225661	5372863	335552	48.489343	-59.224935	5373082	335610	21
PORT AU PORT NO. 2	ANTICOSTI BASIN		48.489314	-59.226386	5372863	335498	48.489329	-59.22566	5373082	335557	21
PORT HILL NO. 1	MARITIMES BASIN		46.558683	-63.981967	5156374	424731	46.558683	-63.981967	5156592	424733	20
PORTUGAL COVE E-38	FLEMISH PASS BASIN		47.955928	-46.345681	5312059	399531	47.955928	-46.345681	5312278	399534	23
POTHURST P-19	SAGLEK BASIN		58.81483	-60.52567	6521865	642903	58.814958	-60.5246	6522090	642959	20
PRIMROSE 1A A-41	SCOTIAN BASIN	SABLE SUBBASIN	44.00167	-59.10389	4873994	331321	44.001728	-59.103094	4874215	331390	21
PRIMROSE A-41	SCOTIAN BASIN	SABLE SUBBASIN	44.00167	-59.10389	4873994	331321	44.001728	-59.103094	4874215	331390	21
PRIMROSE F-41	SCOTIAN BASIN	SABLE SUBBASIN	44.00821	-59.11848	4874750	330170	44.008269	-59.117683	4874971	330239	21
PRIMROSE N-50	SCOTIAN BASIN	SABLE SUBBASIN	43.99678	-59.11434	4873472	330469	43.996847	-59.113547	4873694	330538	21
PUFFIN B-90	SCOTIAN BASIN	SOUTH WHALE SUBBASIN	44.65354	-53.70787	4947815	285289	44.653569	-53.706897	4948032	285372	22
QUEENSLAND M-88	SCOTIAN BASIN	LAHAVE PLATFORM	43.798683	-60.719775	4851825	683439	43.798757	-60.719032	4852050	683494	20
QULLEQ-1	FYLLA PLATFORM		63.813342	-54.451836	7078522	625447	63.813492	-54.449986	7078739	625532	21
RALEGH N-18	SAGLEK BASIN		62.29921	-62.54925	6907394	523378	62.299394	-62.547892	6907616	523447	20
RANKIN M-36	JEANNE D'ARC BASIN		46.59627	-48.84896	5162330	664765	46.596186	-48.847889	5162541	664842	22
RAZORBILL F-54	WHALE BASIN		45.22359	-52.13957	5008203	410532	45.223564	-52.138503	5008416	410618	22
REA POINT STRAT K-32	ARCTIC FOLD BELT		75.359333	-105.727247	8363673	479481	75.360078	-105.729053	8363909	479432	22
